,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,param_random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,mean_train_score,std_train_score
13,9.05843871831894,0.30229679600769177,3.4792675375938416,0.11383629965858796,10,scale,rbf,420,"{'C': 10, 'gamma': 'scale', 'kernel': 'rbf', 'random_state': 420}",0.9589285714285715,0.9577380952380953,0.9547619047619048,0.955952380952381,0.9568452380952381,0.0016027276211709777,1,0.9996031746031746,0.9998015873015873,1.0,0.9998015873015873,0.9998015873015873,0.00014029896452113987
14,5.42349511384964,0.14537157870408798,1.6438141465187073,0.08262833713261125,10,0.01,linear,420,"{'C': 10, 'gamma': 0.01, 'kernel': 'linear', 'random_state': 420}",0.9047619047619048,0.9089285714285714,0.8886904761904761,0.9119047619047619,0.9035714285714286,0.008958283894816926,14,1.0,1.0,1.0,1.0,1.0,0.0
15,6.855706989765167,0.28992913066567444,2.9875181913375854,0.11809901143376839,10,0.01,rbf,420,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf', 'random_state': 420}",0.955952380952381,0.9571428571428572,0.9494047619047619,0.9529761904761904,0.9538690476190476,0.002991034411047923,4,0.9996031746031746,0.9996031746031746,0.9998015873015873,0.9998015873015873,0.9997023809523811,9.920634920634885e-05
16,4.6591193079948425,0.12930226625547625,1.6608017683029175,0.027896286219558492,10,1,linear,420,"{'C': 10, 'gamma': 1, 'kernel': 'linear', 'random_state': 420}",0.9047619047619048,0.9089285714285714,0.8886904761904761,0.9119047619047619,0.9035714285714286,0.008958283894816926,14,1.0,1.0,1.0,1.0,1.0,0.0
17,37.899531841278076,0.8440707975083608,6.474925637245178,0.10495365415376827,10,1,rbf,420,"{'C': 10, 'gamma': 1, 'kernel': 'rbf', 'random_state': 420}",0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.0,21,1.0,1.0,1.0,1.0,1.0,0.0
18,4.301821768283844,0.19074803260224413,1.6687085628509521,0.0891636624854213,15,scale,linear,420,"{'C': 15, 'gamma': 'scale', 'kernel': 'linear', 'random_state': 420}",0.9047619047619048,0.9089285714285714,0.8886904761904761,0.9119047619047619,0.9035714285714286,0.008958283894816926,14,1.0,1.0,1.0,1.0,1.0,0.0
19,7.682669281959534,0.2827302860256092,3.0604522824287415,0.12068534375768937,15,scale,rbf,420,"{'C': 15, 'gamma': 'scale', 'kernel': 'rbf', 'random_state': 420}",0.9589285714285715,0.9577380952380953,0.9547619047619048,0.955952380952381,0.9568452380952381,0.0016027276211709777,1,1.0,1.0,1.0,1.0,1.0,0.0
20,4.626631557941437,0.11150167625304651,1.6244564652442932,0.043903752959996475,15,0.01,linear,420,"{'C': 15, 'gamma': 0.01, 'kernel': 'linear', 'random_state': 420}",0.9047619047619048,0.9089285714285714,0.8886904761904761,0.9119047619047619,0.9035714285714286,0.008958283894816926,14,1.0,1.0,1.0,1.0,1.0,0.0
21,7.356909155845642,0.12015342842082304,2.868510067462921,0.1738864494245282,15,0.01,rbf,420,"{'C': 15, 'gamma': 0.01, 'kernel': 'rbf', 'random_state': 420}",0.9565476190476191,0.9571428571428572,0.9488095238095238,0.9535714285714286,0.9540178571428571,0.0032973987806786537,3,0.9998015873015873,1.0,1.0,1.0,0.9999503968253969,8.59152186294083e-05
22,4.585755228996277,0.14937907502362596,1.4402586221694946,0.02617240209917183,15,1,linear,420,"{'C': 15, 'gamma': 1, 'kernel': 'linear', 'random_state': 420}",0.9047619047619048,0.9089285714285714,0.8886904761904761,0.9119047619047619,0.9035714285714286,0.008958283894816926,14,1.0,1.0,1.0,1.0,1.0,0.0
23,21.72971600294113,0.11829679306395513,3.606461524963379,0.0032229591339702737,15,1,rbf,420,"{'C': 15, 'gamma': 1, 'kernel': 'rbf', 'random_state': 420}",0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.0,21,1.0,1.0,1.0,1.0,1.0,0.0
