,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_random_state,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,mean_train_score,std_train_score
0,0.761298418045044,0.022318442496653046,0.0065805912017822266,0.00481301400792512,entropy,10,420,"{'criterion': 'entropy', 'max_depth': 10, 'random_state': 420}",0.7851190476190476,0.7922619047619047,0.7839285714285714,0.8035714285714286,0.791220238095238,0.007810728257149248,1,0.9785714285714285,0.9779761904761904,0.979563492063492,0.9829365079365079,0.9797619047619047,0.0019185594847037349
1,0.8081957697868347,0.04081624035792846,0.006571710109710693,0.0028242869369566196,entropy,15,420,"{'criterion': 'entropy', 'max_depth': 15, 'random_state': 420}",0.7767857142857143,0.7898809523809524,0.7821428571428571,0.8,0.7872023809523809,0.008732976637572158,3,1.0,1.0,1.0,1.0,1.0,0.0
2,0.7911984920501709,0.011598872148128936,0.005749762058258057,0.002073234146089689,entropy,22,420,"{'criterion': 'entropy', 'max_depth': 22, 'random_state': 420}",0.7767857142857143,0.7898809523809524,0.7821428571428571,0.8,0.7872023809523809,0.008732976637572158,3,1.0,1.0,1.0,1.0,1.0,0.0
3,0.5671289563179016,0.014836402112306763,0.004362046718597412,0.0010384331596192183,gini,10,420,"{'criterion': 'gini', 'max_depth': 10, 'random_state': 420}",0.7511904761904762,0.7732142857142857,0.7779761904761905,0.7833333333333333,0.7714285714285715,0.012220514980742746,8,0.9490079365079365,0.9672619047619048,0.9636904761904762,0.9652777777777778,0.9613095238095237,0.007214150382022976
4,0.677960216999054,0.02376466010993535,0.004592537879943848,0.0023533703670480387,gini,15,420,"{'criterion': 'gini', 'max_depth': 15, 'random_state': 420}",0.7636904761904761,0.7642857142857142,0.780952380952381,0.7898809523809524,0.774702380952381,0.011171621654240169,7,0.9962301587301587,0.998015873015873,0.9944444444444445,0.9978174603174603,0.9966269841269841,0.0014376365819632328
5,0.6975439786911011,0.03861203670933466,0.004391729831695557,0.002385546536604237,gini,22,420,"{'criterion': 'gini', 'max_depth': 22, 'random_state': 420}",0.7511904761904762,0.7601190476190476,0.7755952380952381,0.7797619047619048,0.7666666666666666,0.011549766614245402,9,1.0,0.9998015873015873,0.9988095238095238,1.0,0.9996527777777777,0.000493545355707647
6,0.8285837769508362,0.009730138227032501,0.004092156887054443,0.001220825208008789,log_loss,10,420,"{'criterion': 'log_loss', 'max_depth': 10, 'random_state': 420}",0.7851190476190476,0.7922619047619047,0.7839285714285714,0.8035714285714286,0.791220238095238,0.007810728257149248,1,0.9785714285714285,0.9779761904761904,0.979563492063492,0.9829365079365079,0.9797619047619047,0.0019185594847037349
7,0.7819694876670837,0.08019807489852175,0.003724515438079834,0.0005237223055557192,log_loss,15,420,"{'criterion': 'log_loss', 'max_depth': 15, 'random_state': 420}",0.7767857142857143,0.7898809523809524,0.7821428571428571,0.8,0.7872023809523809,0.008732976637572158,3,1.0,1.0,1.0,1.0,1.0,0.0
8,0.7590954303741455,0.06207484056419519,0.00303727388381958,0.0002651783449372623,log_loss,22,420,"{'criterion': 'log_loss', 'max_depth': 22, 'random_state': 420}",0.7767857142857143,0.7898809523809524,0.7821428571428571,0.8,0.7872023809523809,0.008732976637572158,3,1.0,1.0,1.0,1.0,1.0,0.0
